Make,Transmission,Engine Type,Engine Capacity(CC),Mileage(kms),Year,Price,Model
Honda,Automatic,Petrol,1800.0,100000,2018,3600000,Civic 
Honda,Manual,Petrol,1500.0,220000,2005,1150000,Civic Eagle
Honda,Automatic,Petrol,1800.0,27000,2020,4250000,Civic 
Toyota,Automatic,Petrol,1300.0,101567,2015,2475000,Corolla 
Toyota,Automatic,Petrol,1800.0,48000,2018,3790000,Corolla 
Mercedes,Automatic,Petrol,3500.0,97414,2008,10800000,Benz S
Toyota,Automatic,Petrol,1600.0,58500,2017,3190000,Corolla 
Suzuki,Manual,Petrol,1000.0,107106,2015,1550000,Wagon R
Honda,Manual,Petrol,1800.0,200000,2006,1550000,Civic 
Daihatsu,Automatic,Petrol,660.0,68500,2018,2265000,Mira 
Toyota,Automatic,Petrol,1800.0,40000,2019,3975000,Corolla 
Honda,Automatic,Petrol,1500.0,94500,2017,4950000,Vezel 
Mercedes,Automatic,Diesel,3200.0,225000,2006,4200000,Benz E
Honda,Manual,Petrol,1800.0,102000,2014,2800000,Civic Rebirth
Nissan,Automatic,Petrol,660.0,53000,2015,1345000,Moco 
Honda,Automatic,Petrol,1500.0,80000,2015,3800000,Vezel 
Suzuki,Manual,Petrol,1000.0,45026,1992,550000,Khyber 
Suzuki,Manual,Petrol,800.0,120000,2012,720000,Mehran 
Suzuki,Automatic,Petrol,660.0,160000,2011,1315000,Alto 
Suzuki,Manual,Petrol,1000.0,25000,2007,650000,Cultus 
Honda,Automatic,Petrol,1800.0,115000,2012,1825000,Civic 
Daihatsu,Manual,Petrol,800.0,109000,2011,1050000,Cuore 
Toyota,Automatic,Petrol,1600.0,100000,2016,2800000,Corolla 
Honda,Automatic,Petrol,660.0,17000,2021,2100000,N Wgn
BMW,Automatic,Petrol,3000.0,114000,2005,2850000,5 Series
Suzuki,Manual,Petrol,1300.0,163000,2004,1000000,Baleno 
Mercedes,Automatic,Petrol,1800.0,93000,2005,2600000,Benz E
Honda,Automatic,Petrol,1800.0,76000,2017,3379999,Civic 
Honda,Manual,Petrol,1500.0,237644,2005,1125000,Civic Eagle
DFSK,Automatic,Petrol,1800.0,13100,2020,4600000,Glory 580
Honda,Automatic,Petrol,1800.0,87100,2014,2500000,Civic Rebirth
Suzuki,Manual,Petrol,800.0,11000,2009,570000,Bolan 
Honda,Manual,Petrol,1800.0,80938,2010,1950000,Civic Reborn
Honda,Automatic,Petrol,1500.0,47203,2016,4500000,Vezel 
Toyota,Automatic,Petrol,1600.0,46000,2019,3500000,Corolla 
Suzuki,Manual,Petrol,800.0,56000,2016,865000,Bolan 
Toyota,Automatic,Petrol,3400.0,111000,2000,4320000,Prado 90
Toyota,Automatic,Petrol,1600.0,113000,2011,2350000,Corolla 
Toyota,Automatic,Hybrid,1800.0,89000,2017,4350000,Prius 
Suzuki,Automatic,Petrol,1300.0,46000,2019,2100000,Swift 
Honda,Manual,Petrol,1300.0,20000,2018,2430000,City 
Toyota,Automatic,Petrol,1800.0,11000,2021,4400000,Corolla 
Honda,Manual,Petrol,1300.0,87000,2000,700000,City 
Toyota,Automatic,Petrol,1500.0,129000,2007,2450000,Corolla Axio
Honda,Manual,Petrol,1500.0,180000,2005,1150000,Civic Eagle
Suzuki,Manual,Petrol,800.0,730000,2007,750000,Bolan 
Toyota,Automatic,Petrol,3000.0,165000,2002,3000000,Harrier 
Suzuki,Automatic,Petrol,660.0,80000,2010,1050000,Every 
Honda,Manual,Petrol,1600.0,80000,2000,995000,Civic 
KIA,Automatic,Petrol,2000.0,77000,2020,5285000,Sportage 
Toyota,Automatic,Petrol,1600.0,50000,2020,3490000,Corolla 
Toyota,Automatic,Petrol,2400.0,120000,2008,2700000,Camry XV40
Honda,Automatic,Petrol,1800.0,139000,2008,1295000,Civic Reborn
Toyota,Automatic,Petrol,1600.0,210000,2007,1400000,Corolla 9th
Suzuki,Manual,Petrol,800.0,65000,2015,790000,Mehran 
Toyota,Automatic,Petrol,1300.0,103000,2016,2580000,Corolla 
Toyota,Manual,Petrol,1300.0,100000,2009,1425000,Corolla 
Honda,Manual,Petrol,1300.0,108000,2015,2100000,City 
Mercedes,Automatic,Petrol,1800.0,73000,2009,4500000,Benz E
Honda,Automatic,Petrol,1500.0,66000,2017,2675000,City 
Toyota,Automatic,Petrol,1300.0,16000,2021,2850000,Yaris 
Honda,Automatic,Petrol,1600.0,141000,2004,1380000,Civic 
Toyota,Automatic,Petrol,2700.0,90000,2013,12500000,Prado 
Honda,Automatic,Petrol,1800.0,80000,2018,3650000,Civic 
Toyota,Manual,Petrol,1300.0,95000,2013,1870000,Corolla 
Daihatsu,Automatic,Petrol,1000.0,90000,2019,2725000,Boon 
Toyota,Automatic,Petrol,1800.0,37000,2018,3750000,Corolla 
Suzuki,Manual,Petrol,1000.0,75000,2012,850000,Cultus 
Toyota,Automatic,Petrol,1300.0,94000,2014,2225000,Corolla 
Toyota,Automatic,Petrol,1800.0,50000,2018,5700000,Prius 
Toyota,Automatic,Petrol,2400.0,140000,2007,2450000,Camry XV40
Toyota,Automatic,Petrol,1800.0,50428,2017,3720000,Corolla 
Honda,Manual,Petrol,1300.0,100000,2006,1195000,City 
Honda,Automatic,Petrol,1800.0,200000,2009,1850000,Civic Reborn
Honda,Manual,Petrol,1500.0,78000,2019,2950000,BR-V 
Suzuki,Manual,Petrol,1000.0,33315,2007,700000,Cultus 
Toyota,Manual,Petrol,1300.0,88000,2010,1950000,Corolla 
Honda,Automatic,Petrol,1800.0,105000,2014,2575000,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,162000,2002,550000,Cultus 
Suzuki,Manual,Petrol,1300.0,250000,2007,775000,Liana 
Toyota,Automatic,Petrol,1300.0,11000,2020,2850000,Yaris 
Honda,Manual,Petrol,1300.0,89000,2015,2300000,City 
Nissan,Manual,Petrol,1300.0,85680,1990,950000,Sunny 
Toyota,Automatic,Diesel,3000.0,107000,1997,3150000,Prado 90
Suzuki,Manual,Petrol,1000.0,196788,1993,660000,Potohar 
Daihatsu,Automatic,Petrol,660.0,23500,2018,1870000,Mira 
Mercedes,Automatic,Petrol,2000.0,42000,2010,7400000,Benz E
Toyota,Automatic,Petrol,1800.0,160000,2014,3250000,Prius 
Toyota,Automatic,Petrol,2200.0,180000,1999,1100000,Estima 
Honda,Automatic,Petrol,1300.0,111000,2009,1920000,City 
Suzuki,Manual,Petrol,1000.0,106000,2017,1450000,Wagon R
Toyota,Automatic,Petrol,1000.0,41000,2018,2650000,Vitz 
Suzuki,Manual,Petrol,800.0,77200,2012,720000,Mehran 
Toyota,Automatic,Petrol,1000.0,110000,2015,2250000,Vitz 
Toyota,Manual,Petrol,1300.0,151000,2014,1900000,Corolla 
Toyota,Automatic,Petrol,1300.0,122000,2009,1650000,Vitz 
Toyota,Automatic,Petrol,2500.0,77811,2014,7000000,Camry XV50
Honda,Automatic,Petrol,2000.0,176000,1999,1800000,Accord 
Audi,Automatic,Petrol,1000.0,30300,2017,6850000,Q2 
Toyota,Manual,Diesel,2400.0,150000,1995,1200000,Hilux 
Toyota,Automatic,Petrol,1500.0,125588,2000,1150000,Corolla 
Toyota,Automatic,Petrol,1500.0,70000,2007,2400000,Corolla Axio
Honda,Automatic,Hybrid,1500.0,98000,2014,3025000,Grace Hybrid
Toyota,Automatic,Petrol,1300.0,122000,2007,1660000,Vitz 
Daihatsu,Automatic,Petrol,660.0,150000,2012,1335000,Move 
Honda,Manual,Petrol,1500.0,70000,2018,2480000,City 
Toyota,Manual,Petrol,1300.0,150000,2017,2550000,Corolla 
Toyota,Manual,Petrol,1300.0,146378,2012,1800000,Corolla 
Honda,Automatic,Petrol,1800.0,114750,2013,2800000,Civic Rebirth
Toyota,Automatic,Petrol,1800.0,150000,2003,2200000,Premio 
Daihatsu,Automatic,Petrol,660.0,45846,2019,2095000,Mira 
Honda,Automatic,Petrol,1300.0,89700,2011,1800000,City 
Audi,Automatic,Petrol,1800.0,41000,2015,5000000,A4 4th
United,Manual,Petrol,1000.0,15000,2021,1180000,Alpha 
Suzuki,Manual,Petrol,800.0,35000,2016,950000,Mehran 
Suzuki,Manual,Petrol,1300.0,47000,2016,1600000,Swift 
Honda,Automatic,Petrol,1500.0,43000,2016,4750000,Vezel 
Daihatsu,Automatic,Petrol,800.0,140000,2004,680000,Cuore 
Honda,Manual,Petrol,1300.0,78000,2014,1985000,City 
Honda,Automatic,Petrol,1300.0,93000,2015,2350000,City 
KIA,Automatic,Petrol,2000.0,15000,2021,5900000,Sportage 
Honda,Manual,Petrol,1600.0,201000,2005,1450000,Civic Eagle
Honda,Automatic,Petrol,1800.0,65000,2016,3329999,Civic Rebirth
Honda,Manual,Petrol,1500.0,76000,2002,1050000,Civic 
Mercedes,Automatic,Petrol,2300.0,86000,1997,1650000,Benz E
Suzuki,Automatic,Petrol,1400.0,90000,2017,2200000,Ciaz 
Toyota,Manual,Petrol,2000.0,100000,1975,675000,Corona 
Toyota,Automatic,Petrol,1800.0,64000,2015,2950000,Corolla 
Honda,Automatic,Hybrid,1300.0,140000,2012,2150000,Fit 
Suzuki,Manual,Petrol,800.0,80000,2005,550000,Mehran 
Toyota,Manual,Petrol,1600.0,140000,2003,1300000,Corolla 
Toyota,Automatic,Hybrid,1800.0,15000,2019,6800000,Corolla 
Mercedes,Automatic,Petrol,2600.0,150000,2004,3450000,Benz E
Suzuki,Manual,Petrol,800.0,68000,2005,575000,Alto 
Suzuki,Automatic,Petrol,1300.0,23000,2012,3475000,Jimny Sierra
Toyota,Automatic,Petrol,2700.0,98000,1997,3400000,Surf 
Suzuki,Manual,Petrol,1300.0,62000,2018,1875000,Swift 
Suzuki,Manual,Petrol,600.0,40484,2015,780000,Bolan 
Toyota,Automatic,Petrol,1800.0,32000,2018,3850000,Corolla 
Toyota,Automatic,Petrol,1600.0,72500,2011,2260000,Corolla 
Toyota,Automatic,Petrol,2700.0,100000,2001,3600000,Prado 90
Honda,Manual,Petrol,1500.0,200000,2006,1050000,Civic 
Suzuki,Automatic,Petrol,660.0,66000,2016,1710000,Wagon R
Mitsubishi,Manual,Petrol,1600.0,195912,2005,1275000,Lancer 
Suzuki,Manual,Petrol,800.0,65000,2013,800000,Bolan 
Toyota,Automatic,Petrol,1800.0,115000,2009,2150000,Corolla 
Suzuki,Manual,Petrol,1000.0,100000,2008,1000000,Cultus 
Toyota,Automatic,Petrol,1000.0,10000,2019,2775000,Passo 
Toyota,Manual,Petrol,1300.0,50000,2018,2925000,Corolla 
Daihatsu,Manual,Petrol,800.0,93253,2008,750000,Cuore 
Toyota,Automatic,Hybrid,1500.0,95000,2015,2625000,Aqua 
Honda,Manual,Petrol,1500.0,121212,1999,780000,Civic 
Toyota,Automatic,Petrol,4000.0,65179,2008,8950000,Prado 120
Honda,Automatic,Petrol,1800.0,79900,2014,2600000,Civic Rebirth
Toyota,Automatic,Petrol,1800.0,116318,2007,2500000,Corolla Axio
Toyota,Automatic,Petrol,1300.0,121270,2015,2295000,Corolla 
Suzuki,Automatic,Petrol,660.0,35185,2016,1575000,Every Wagon
Toyota,Automatic,Petrol,1000.0,104470,2014,1695000,Passo 
Daihatsu,Automatic,Petrol,660.0,100000,2013,1170000,Mira 
Mercedes,Automatic,Petrol,1800.0,95000,2012,5500000,Benz C
Suzuki,Manual,Petrol,800.0,40000,2018,1010000,Mehran 
Daihatsu,Manual,Petrol,800.0,80000,2008,680000,Cuore 
Toyota,Automatic,Petrol,1800.0,34158,2018,3595000,Corolla 
Honda,Manual,Petrol,1800.0,140179,2014,1950000,Civic Rebirth
Honda,Automatic,Petrol,1500.0,146418,2014,3200000,Vezel 
Toyota,Manual,Petrol,1300.0,149038,2009,1575000,Corolla 
Honda,Manual,Petrol,1800.0,97636,2016,2550000,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,96000,2008,725000,Cultus 
Toyota,Automatic,Petrol,1500.0,108701,2007,2200000,Corolla Axio
Honda,Automatic,Petrol,1300.0,110000,2000,795000,City 
Toyota,Automatic,Petrol,1300.0,12000,2020,2780000,Yaris 
Daihatsu,Automatic,Petrol,660.0,116000,2012,1235000,Mira 
Toyota,Manual,Petrol,1300.0,167000,2009,2050000,Corolla 
Honda,Automatic,Petrol,1300.0,60000,2018,2550000,City 
Toyota,Automatic,Petrol,1500.0,96000,2005,2575000,Corolla 
Honda,Automatic,Hybrid,1500.0,110000,2015,3885000,Vezel 
Toyota,Automatic,Petrol,1000.0,75000,2018,2490000,Passo 
Suzuki,Automatic,Petrol,660.0,84000,2013,1325000,Every 
Honda,Automatic,Petrol,1500.0,288000,2004,1230000,Civic 
Toyota,Automatic,Petrol,4600.0,170000,2008,15000000,Land Cruiser
Honda,Automatic,Petrol,1800.0,40000,2020,4275000,Civic 
Toyota,Automatic,Petrol,2700.0,100000,2011,12000000,Prado 
Toyota,Automatic,Petrol,1000.0,98000,2007,1550000,Vitz 
Suzuki,Automatic,Petrol,660.0,75000,2015,1590000,Alto 
Suzuki,Automatic,Petrol,660.0,75000,2015,1590000,Alto 
Daihatsu,Automatic,Petrol,660.0,55000,2016,1850000,Cast 
Toyota,Automatic,Petrol,1000.0,91000,2014,2290000,Vitz 
Suzuki,Manual,Petrol,800.0,48000,2016,920000,Mehran 
Toyota,Automatic,Petrol,2700.0,79000,2014,5550000,Fortuner 
Toyota,Automatic,Diesel,4200.0,110000,2005,8500000,Land Cruiser
BMW,Automatic,Petrol,2500.0,140000,1998,1725000,3 Series
Honda,Automatic,Petrol,1600.0,155000,2000,1180000,Civic 
MG,Automatic,Petrol,1500.0,22000,2021,5750000,Midget 
KIA,Automatic,Petrol,3500.0,10051,2021,9600000,Grand Carnival
Toyota,Automatic,Petrol,1000.0,30216,2018,2680000,Vitz 
Honda,Automatic,Hybrid,1500.0,150174,2014,2950000,Vezel 
DFSK,Automatic,Petrol,1500.0,11603,2021,4700000,Glory 580
Suzuki,Manual,Petrol,1000.0,85141,2016,1100000,Cultus 
Honda,Automatic,Petrol,1500.0,153825,2004,1095000,Civic 
Toyota,Automatic,Petrol,1800.0,180150,2010,2370000,Prius 
Toyota,Automatic,Petrol,4600.0,29500,2017,28000000,Land Cruiser
Toyota,Automatic,Petrol,1300.0,45694,2016,2580000,Corolla 
KIA,Automatic,Petrol,2000.0,20019,2020,5375000,Sportage 
Toyota,Automatic,Petrol,1600.0,75000,2016,2850000,Corolla 
Toyota,Automatic,Diesel,4200.0,150000,1996,3200000,Land Cruiser
Honda,Automatic,Petrol,1800.0,680000,2011,2240000,Civic Reborn
Toyota,Automatic,Petrol,1000.0,55037,2018,2540000,Vitz 
Toyota,Automatic,Petrol,1600.0,55325,2017,2800000,Corolla 
Toyota,Automatic,Petrol,1600.0,141740,2013,2195000,Corolla 
Toyota,Automatic,Petrol,1600.0,95000,2015,2725000,Corolla 
Toyota,Automatic,Diesel,3000.0,100000,1996,2900000,Prado 90
Toyota,Automatic,Petrol,1300.0,70000,2018,3000000,Corolla 
Toyota,Automatic,Petrol,1300.0,43000,2019,3300000,Corolla 
Suzuki,Manual,Petrol,1200.0,70000,2011,1300000,Swift 
Toyota,Manual,Petrol,1300.0,84500,2014,2300000,Corolla 
Toyota,Automatic,Petrol,1800.0,70000,2017,3100000,Corolla 
Honda,Automatic,Petrol,1300.0,57000,2016,2225000,City 
Daihatsu,Automatic,Petrol,660.0,49500,2016,1975000,Cast 
Toyota,Manual,Petrol,1300.0,170000,2009,1600000,Corolla 
Suzuki,Manual,Petrol,800.0,180000,2009,610000,Mehran 
Toyota,Automatic,Petrol,1000.0,125000,2002,1350000,Vitz 
Suzuki,Manual,Petrol,1300.0,100000,1997,650000,Margalla 
Suzuki,Manual,Petrol,1300.0,64200,2016,1650000,Swift 
Suzuki,Manual,Petrol,1000.0,54000,2017,1550000,Wagon R
Honda,Automatic,Petrol,1500.0,50000,2018,3000000,BR-V 
Toyota,Manual,Petrol,1300.0,168888,2001,1250000,Corolla 
Toyota,Automatic,Petrol,1000.0,85000,2005,1300000,Vitz 
Honda,Automatic,Petrol,660.0,65000,2014,1750000,N Wgn
Mercedes,Automatic,Petrol,1800.0,126000,2005,3600000,Benz E
Honda,Manual,Petrol,1300.0,70000,2006,1250000,City 
Honda,Automatic,Petrol,1500.0,50235,2019,2825000,City 
Toyota,Manual,Petrol,1300.0,52000,2013,2325000,Corolla 
Toyota,Automatic,Petrol,1600.0,188000,2011,1850000,Corolla 
Toyota,Manual,Petrol,1300.0,172000,1993,950000,Corolla 
Honda,Automatic,Petrol,1800.0,33100,2019,3850000,Civic 
Honda,Automatic,Petrol,1800.0,26500,2017,3550000,Civic 
KIA,Automatic,Petrol,2000.0,14000,2021,5750000,Sportage 
Honda,Automatic,Petrol,1500.0,32500,2018,2775000,City 
Toyota,Automatic,Petrol,4600.0,18568,2018,42500000,Land Cruiser
Suzuki,Manual,Petrol,800.0,31000,2010,530000,Mehran 
Suzuki,Manual,Petrol,1000.0,53000,2014,1325000,Cultus 
Toyota,Automatic,Hybrid,1500.0,50000,2021,3000000,Aqua 
Mitsubishi,Automatic,Diesel,2800.0,88000,2005,3700000,Pajero 
Honda,Automatic,Petrol,1800.0,149000,2011,2020000,Civic Reborn
Suzuki,Manual,Petrol,1300.0,120000,2008,905000,Liana 
Daihatsu,Automatic,Petrol,660.0,70000,2012,869999,Hijet 
Honda,Automatic,Hybrid,1500.0,60000,2016,4815000,Vezel 
Honda,Automatic,Petrol,1500.0,28000,2016,4900000,Vezel 
Toyota,Automatic,Petrol,1300.0,16000,2020,2775000,Yaris 
Honda,Automatic,Petrol,1800.0,22333,2020,4120000,Civic 
BMW,Automatic,Hybrid,1500.0,52000,2015,22000000,i8 
Suzuki,Manual,Petrol,1000.0,44568,2016,1475000,Cultus 
Toyota,Manual,Petrol,4200.0,133456,1991,1990000,Land Cruiser
Toyota,Automatic,Petrol,2700.0,14000,2020,9350000,Fortuner 
Toyota,Automatic,Petrol,1300.0,32000,2017,2725000,Corolla 
Toyota,Automatic,Petrol,1500.0,45820,2016,3479999,Corolla Fielder
Honda,Automatic,Petrol,1500.0,134567,2002,1070000,Civic 
Mitsubishi,Automatic,Petrol,660.0,123520,2003,1190000,Pajero Mini
Toyota,Manual,Petrol,1300.0,52000,2013,2325000,Corolla 
Toyota,Automatic,Petrol,1000.0,50000,2018,2765000,Vitz 
Honda,Manual,Petrol,1300.0,111000,2017,2300000,City 
Toyota,Automatic,Petrol,1500.0,10000,1996,1250000,Corolla Indus
Mercedes,Automatic,Petrol,3200.0,115000,1996,5000000,Benz S
Honda,Automatic,Petrol,1800.0,51000,2017,3450000,Civic 
Honda,Manual,Petrol,1600.0,155000,2005,1150000,Civic Eagle
Nissan,Automatic,Petrol,2000.0,132000,2010,2100000,X Trail
Mitsubishi,Manual,Petrol,1300.0,220400,2006,1130000,Lancer 
Toyota,Manual,Petrol,1300.0,100000,2015,2500000,Corolla 
Suzuki,Manual,Petrol,1000.0,300000,2001,650000,Cultus 
Suzuki,Manual,Petrol,1300.0,100000,2004,850000,Baleno 
Toyota,Manual,Petrol,1500.0,160000,1994,1230000,Corolla 
Suzuki,Automatic,Petrol,1300.0,60000,2015,1730000,Swift 
Suzuki,Manual,Petrol,1000.0,300000,2001,650000,Cultus 
Suzuki,Manual,Petrol,800.0,51000,2015,750000,Mehran 
Honda,Automatic,Petrol,1800.0,109000,2014,2580000,Civic Rebirth
Toyota,Automatic,Diesel,4200.0,130000,2005,6450000,Land Cruiser
Toyota,Manual,Diesel,2000.0,218828,2003,1280000,Corolla 
Honda,Automatic,Petrol,1500.0,107000,2016,3290000,Civic Rebirth
Toyota,Automatic,Petrol,1800.0,88000,2014,3200000,Prius 
Toyota,Manual,Petrol,1300.0,95000,2017,2495000,Corolla 
Honda,Manual,Petrol,1300.0,130000,2012,1850000,City 
Mercedes,Automatic,Petrol,2000.0,30000,2013,11500000,Benz E
Toyota,Manual,Petrol,1300.0,250000,2021,1639999,Corolla 
Daihatsu,Automatic,Petrol,660.0,85000,2015,1540000,Move 
Toyota,Manual,Petrol,1800.0,100000,2016,2850000,Corolla 
Toyota,Automatic,Petrol,1800.0,79000,2016,3100000,Corolla 
Honda,Manual,Petrol,1500.0,95000,2005,1600000,Civic Eagle
Honda,Manual,Petrol,1800.0,145000,2008,1550000,Civic Reborn
Honda,Manual,Petrol,1800.0,130000,2008,1575000,Civic Reborn
Suzuki,Manual,Petrol,1300.0,215000,2007,750000,Liana 
Suzuki,Automatic,Petrol,660.0,11000,2021,1960000,Alto 
Toyota,Automatic,Petrol,1000.0,102000,2006,1180000,Passo 
Honda,Manual,Petrol,1300.0,135878,2015,1825000,City 
Toyota,Automatic,Petrol,2000.0,190000,2013,3500000,Hiace 
Toyota,Automatic,Hybrid,1500.0,21800,2018,3425000,Aqua 
Mercedes,Automatic,Petrol,3500.0,65000,2014,26500000,Benz S
Toyota,Automatic,Petrol,1500.0,200000,1994,1300000,Corolla 
Honda,Automatic,Petrol,1800.0,12000,2020,4300000,Civic 
Nissan,Automatic,Petrol,1300.0,260000,2006,1300000,AD Van
Toyota,Automatic,Petrol,1000.0,130000,2021,1100000,Vitz 
Toyota,Manual,Petrol,1300.0,100000,2006,1450000,Corolla 9th
Suzuki,Manual,Petrol,1000.0,125000,2016,1485000,Wagon R
Toyota,Automatic,Petrol,2500.0,140000,2004,2700000,Mark X
Toyota,Manual,Petrol,1300.0,74000,2013,1880000,Corolla 
Suzuki,Manual,Petrol,800.0,75000,2014,650000,Mehran 
Toyota,Automatic,Petrol,1600.0,127000,2012,2350000,Corolla 
Honda,Manual,Petrol,1500.0,225000,2001,765000,City 
Suzuki,Manual,Petrol,1000.0,100000,2006,675000,Cultus 
KIA,Manual,Petrol,2000.0,300000,2002,930000,Sportage 
Daihatsu,Manual,Petrol,800.0,157848,2007,625000,Cuore 
Toyota,Automatic,Petrol,1800.0,117000,2014,2750000,Corolla 
Honda,Manual,Petrol,1800.0,200000,2007,1325000,Civic Reborn
Honda,Manual,Petrol,1600.0,187000,2005,1450000,Civic Eagle
Toyota,Automatic,Petrol,1800.0,28000,2019,4000000,Corolla 
Toyota,Manual,Petrol,1300.0,50000,2008,1330000,Corolla 
Honda,Automatic,Petrol,1800.0,109500,2011,1965000,Civic Reborn
Toyota,Manual,Petrol,1300.0,50000,2008,1330000,Corolla 
Honda,Automatic,Petrol,1800.0,109500,2011,1965000,Civic Reborn
Honda,Manual,Petrol,1300.0,250000,2003,1295000,City 
Suzuki,Manual,Petrol,800.0,870000,1993,518000,Ravi 
Suzuki,Manual,Petrol,800.0,87000,1993,518000,Ravi 
Toyota,Automatic,Petrol,1500.0,26000,2017,3975000,Corolla Axio
Suzuki,Manual,Petrol,1000.0,300000,2005,580000,Alto 
Toyota,Manual,Petrol,1300.0,95000,2018,2700000,Corolla 
Toyota,Automatic,Petrol,1800.0,72000,2014,2790000,Corolla 
Lexus,Automatic,Hybrid,2500.0,50000,2015,17000000,Nx 
Toyota,Manual,Petrol,1300.0,166800,2003,1595000,Corolla 
Toyota,Automatic,Petrol,1600.0,63000,2004,1300000,Corolla 
Daihatsu,Automatic,Petrol,800.0,125500,2009,1150000,Cuore 
Toyota,Automatic,Petrol,1000.0,100000,2011,1950000,Vitz 
Toyota,Automatic,Diesel,3000.0,160000,1996,3000000,Surf 
Suzuki,Manual,Petrol,800.0,152000,2008,600000,Mehran 
Suzuki,Manual,Petrol,1000.0,73000,2018,1480000,Wagon R
Daihatsu,Automatic,Petrol,800.0,94000,2005,750000,Cuore 
Suzuki,Manual,Petrol,800.0,60000,2017,875000,Mehran 
Nissan,Automatic,Hybrid,1200.0,18986,2017,2900000,Note 
Suzuki,Manual,Petrol,1000.0,100000,2005,600000,Potohar 
Suzuki,Manual,Petrol,1000.0,150000,2002,575000,Alto 
Toyota,Automatic,Petrol,1300.0,70408,2016,2710000,Corolla 
Honda,Automatic,Petrol,1500.0,198000,2006,1299000,Civic 
Toyota,Automatic,Petrol,1000.0,32000,2018,3200000,Vitz 
Honda,Manual,Petrol,1300.0,37000,2018,2550000,City 
Suzuki,Automatic,Petrol,1000.0,153000,1991,725000,Cultus 
Daihatsu,Manual,Petrol,800.0,200000,2007,690000,Cuore 
Honda,Manual,Petrol,1500.0,180000,2006,1250000,Civic 
Toyota,Automatic,Petrol,1000.0,50008,2014,1850000,Passo 
Honda,Manual,Petrol,1700.0,110000,1987,500000,Accord 
Honda,Automatic,Petrol,1500.0,59000,2019,2850000,BR-V 
Nissan,Automatic,Petrol,1600.0,300000,1996,800000,AD Van
Toyota,Automatic,Petrol,2500.0,85000,2005,2600000,Mark X
Daihatsu,Manual,Petrol,800.0,85000,2010,850000,Cuore 
Mitsubishi,Automatic,Petrol,660.0,15000,2018,1975000,Ek Wagon
Honda,Manual,Petrol,1300.0,170000,2004,1265000,City 
Toyota,Automatic,Petrol,2700.0,47000,2018,8000000,Fortuner 
Suzuki,Manual,Petrol,1000.0,69820,2008,710000,Cultus 
Honda,Automatic,Petrol,1300.0,39000,2019,2750000,City 
Toyota,Automatic,Petrol,2700.0,95000,2010,12000000,Prado 
Suzuki,Manual,Petrol,1300.0,20000,2020,2350000,Swift 
Toyota,Automatic,Diesel,3000.0,150000,2010,5000000,Hilux 
Toyota,Automatic,Diesel,2500.0,131560,2015,4650000,Hilux 
Honda,Automatic,Petrol,1800.0,38000,2017,3390000,Civic 
Toyota,Automatic,Petrol,2700.0,201500,1998,3000000,Surf 
Toyota,Automatic,Petrol,1000.0,146000,2013,1925000,Vitz 
Toyota,Automatic,Petrol,1000.0,101500,2001,1350000,Vitz 
Honda,Manual,Petrol,1300.0,59000,2018,2350000,City 
Toyota,Automatic,Petrol,2700.0,45593,2017,21500000,Prado 
Honda,Automatic,Petrol,1300.0,46000,2005,1390000,City 
Toyota,Automatic,Petrol,2700.0,134000,2016,5470000,Hiace 
Mercedes,Automatic,Petrol,2000.0,37000,2019,19700000,Benz C
Suzuki,Manual,Petrol,1000.0,93000,2011,730000,Alto 
Suzuki,Manual,Petrol,1000.0,100000,2010,650000,Alto 
Honda,Manual,Petrol,1500.0,100000,2006,1320000,Civic 
Suzuki,Manual,Petrol,1000.0,79000,2016,1350000,Wagon R
Nissan,Manual,Petrol,1300.0,100000,1999,750000,Sunny 
Toyota,Manual,Petrol,1300.0,82000,2016,2450000,Corolla 
Honda,Automatic,Petrol,1800.0,97000,2014,2480000,Civic Rebirth
Toyota,Automatic,Petrol,4600.0,46950,2017,31500000,Land Cruiser
Toyota,Automatic,Hybrid,1500.0,144000,2012,2250000,Aqua 
Toyota,Manual,Petrol,1300.0,91000,2004,1680000,Corolla 
Honda,Manual,Petrol,1500.0,50000,1995,850000,Civic EG
Toyota,Automatic,Petrol,1000.0,116000,2011,1650000,Vitz 
Toyota,Automatic,Petrol,1000.0,180000,2005,1250000,Platz 
Toyota,Automatic,Petrol,1800.0,95000,2017,3425000,Corolla 
Toyota,Manual,Petrol,1300.0,160000,2013,2050000,Corolla 
Honda,Automatic,Petrol,1800.0,33500,2020,4260000,Civic 
Honda,Automatic,Petrol,1800.0,56250,2017,3575000,Civic 
Toyota,Manual,Petrol,1300.0,200000,1998,950000,Corolla Indus
Honda,Manual,Petrol,1500.0,150000,2013,2000000,City 
Suzuki,Automatic,Petrol,660.0,155000,2017,2300000,Every Wagon
Toyota,Automatic,Petrol,1500.0,82267,2015,3550000,Corolla Fielder
Toyota,Automatic,Petrol,4600.0,85000,2008,16800000,Land Cruiser
Honda,Automatic,Petrol,1800.0,76000,2012,2300000,Civic 
