Make,Transmission,Engine Type,Engine Capacity(CC),Mileage(kms),Year,Price,Model
Suzuki,Manual,Petrol,1500.0,200000,2007,1600000,APV 
Honda,Manual,Petrol,1500.0,158000,2005,1100000,Civic Eagle
Hyundai,Manual,Petrol,1000.0,112000,2006,869999,Santro 
Suzuki,Manual,Petrol,1300.0,165000,2004,670000,Baleno 
Suzuki,Manual,Petrol,1000.0,110000,2008,950000,Alto 
Toyota,Automatic,Petrol,1300.0,76500,2020,3000000,Corolla 
Toyota,Manual,Petrol,1300.0,150000,2009,1600000,Corolla 
Toyota,Manual,Petrol,1300.0,77000,2017,2730000,Corolla 
Toyota,Automatic,Petrol,2700.0,85000,2013,14600000,Prado 
Toyota,Manual,Petrol,1300.0,15000,2004,1250000,Corolla 
Honda,Automatic,Petrol,1500.0,50000,2017,4000000,Vezel 
Toyota,Manual,Petrol,1800.0,65000,2015,3500000,Corolla 
FAW,Manual,Petrol,1000.0,36000,2013,800000,X-PV 
Toyota,Automatic,Petrol,1800.0,82000,2011,2550000,Prius 
Suzuki,Manual,Petrol,1000.0,145000,2011,900000,Alto 
Toyota,Automatic,Petrol,1000.0,53200,2016,2200000,Passo 
Suzuki,Manual,Petrol,1000.0,150000,2007,675000,Alto 
Suzuki,Manual,Petrol,800.0,22000,2018,970000,Mehran 
Toyota,Manual,Petrol,1300.0,132000,2011,1780000,Corolla 
Suzuki,Manual,CNG,800.0,62445,2006,575000,Ravi 
Suzuki,Manual,Petrol,1000.0,100000,2014,1325000,Cultus 
Hyundai,Manual,Petrol,1000.0,207091,2004,725000,Santro 
Honda,Manual,Petrol,1300.0,235000,2001,750000,City 
Suzuki,Manual,Petrol,800.0,765865,2008,650000,Mehran 
Toyota,Manual,Petrol,1300.0,53000,2016,2300000,Corolla 
Honda,Automatic,Petrol,1800.0,46000,2018,3700000,Civic 
Toyota,Manual,Petrol,1300.0,39500,2019,2850000,Corolla 
Suzuki,Manual,CNG,1000.0,51214,2003,600000,Cultus 
FAW,Manual,Petrol,1300.0,62000,2018,1250000,V2 
Toyota,Manual,Petrol,1300.0,80000,2015,2200000,Corolla 
Daihatsu,Manual,Petrol,800.0,65363,2008,675000,Cuore 
Honda,Automatic,Petrol,1500.0,60000,2015,3450000,Vezel 
Toyota,Automatic,Petrol,4600.0,100000,2008,16200000,Land Cruiser
Toyota,Automatic,Petrol,1800.0,42000,2018,3750000,Corolla 
Daihatsu,Automatic,Petrol,660.0,108000,2015,1450000,Mira 
Daihatsu,Manual,Petrol,800.0,150000,2007,700000,Cuore 
Honda,Automatic,Petrol,1800.0,39000,2019,4050000,Civic 
Suzuki,Automatic,Petrol,660.0,85000,2016,1300000,Every 
Honda,Automatic,Hybrid,1500.0,31000,2017,4550000,Vezel 
Honda,Manual,Petrol,1500.0,260000,2005,1280000,Civic Eagle
Toyota,Manual,Diesel,3000.0,100000,1980,1280000,Land Cruiser
Honda,Automatic,Petrol,1800.0,200000,2007,1725000,Civic Reborn
Toyota,Automatic,Hybrid,1500.0,30046,2018,4000000,Aqua 
Toyota,Manual,Petrol,1300.0,105000,2012,1900000,Corolla 
Lexus,Automatic,Petrol,3500.0,84000,2010,6500000,RX Series
Toyota,Automatic,Petrol,1800.0,53000,2018,3695000,Corolla 
Honda,Automatic,Petrol,1500.0,48000,2020,3500000,BR-V 
Suzuki,Manual,Petrol,800.0,127000,2007,590000,Mehran 
Mitsubishi,Manual,Petrol,660.0,95000,2012,880000,Minicab Bravo
Daihatsu,Automatic,Petrol,800.0,100000,2005,610000,Cuore 
Suzuki,Manual,Petrol,1000.0,76000,2013,1150000,Cultus 
Toyota,Automatic,Petrol,1300.0,188000,2012,1450000,Porte 
Suzuki,Manual,Petrol,1300.0,140000,2010,1195000,Swift 
Honda,Manual,Petrol,1300.0,100000,2010,1530000,City 
Suzuki,Manual,Petrol,800.0,40000,2018,1100000,Bolan 
Toyota,Manual,Petrol,1300.0,103000,2013,1750000,Corolla 
Honda,Automatic,Petrol,1800.0,50000,2018,3700000,Civic 
Toyota,Automatic,Petrol,1300.0,16800,2016,2950000,Corolla 
Toyota,Manual,Petrol,1300.0,146000,2007,1250000,Corolla 9th
Toyota,Automatic,Petrol,1600.0,75000,2019,3400000,Corolla 
Toyota,Manual,Petrol,1300.0,88750,2015,2325000,Corolla 
Toyota,Automatic,Petrol,1000.0,135000,2011,1650000,Vitz 
Suzuki,Manual,Petrol,1000.0,70000,2007,680000,Alto 
Honda,Automatic,Petrol,660.0,70000,2014,1600000,N Box
Nissan,Automatic,Petrol,660.0,39000,2016,1700000,Dayz 
Honda,Automatic,Hybrid,1500.0,97000,2014,3835000,Vezel 
Honda,Automatic,Petrol,2000.0,150000,2006,2050000,Accord 
Honda,Manual,Petrol,1500.0,100000,1995,520000,Civic EG
Suzuki,Manual,Petrol,1000.0,130000,2014,1175000,Cultus 
Toyota,Manual,Diesel,1500.0,200000,1988,600000,Corolla 
Honda,Automatic,Petrol,1800.0,207500,2007,1575000,Civic Reborn
Suzuki,Manual,Petrol,800.0,56000,2015,760000,Mehran 
Honda,Automatic,Petrol,1800.0,43000,2018,3860000,Civic 
Suzuki,Manual,Petrol,1000.0,80000,2014,1075000,Cultus 
Suzuki,Manual,Petrol,1000.0,83000,2009,780000,Cultus 
Suzuki,Manual,Petrol,1000.0,59000,2013,1050000,Cultus 
Honda,Manual,Petrol,1300.0,130000,2017,2195000,City 
Toyota,Manual,Petrol,1300.0,828000,1999,765000,Corolla Indus
Honda,Automatic,Petrol,1600.0,228000,2003,1010000,Civic 
Suzuki,Manual,Petrol,1000.0,90000,2014,910000,Cultus 
Suzuki,Manual,Petrol,1000.0,82000,2014,1150000,Cultus 
Suzuki,Manual,Petrol,1000.0,39955,2007,630000,Cultus 
Honda,Manual,Petrol,1800.0,140000,2011,1550000,Civic Reborn
Suzuki,Automatic,Petrol,660.0,71000,2016,2200000,Every Wagon
Suzuki,Manual,Petrol,800.0,35000,2019,1130000,Mehran 
Honda,Automatic,Petrol,1500.0,86500,2012,2250000,Freed 
Suzuki,Manual,Petrol,1000.0,93000,1996,575000,Khyber 
Honda,Manual,Petrol,1300.0,125000,2016,2050000,City 
Toyota,Automatic,Petrol,4600.0,22300,2013,24500000,Land Cruiser
Honda,Manual,Petrol,1300.0,59000,2018,2360000,City 
Suzuki,Automatic,Petrol,660.0,85000,2011,1250000,Every 
Honda,Automatic,Petrol,660.0,100000,2017,1475000,Life 
Suzuki,Manual,Petrol,1000.0,60000,2017,1300000,Cultus 
Honda,Manual,Petrol,1600.0,95000,2006,1175000,Civic 
Suzuki,Automatic,Petrol,660.0,180000,2016,1600000,Wagon R
KIA,Manual,Petrol,1400.0,140000,2007,1200000,Rio 
Toyota,Automatic,Petrol,1000.0,41000,2018,2590000,Vitz 
Mercedes,Automatic,Petrol,1800.0,222000,2005,3200000,Benz E
Honda,Automatic,Petrol,1800.0,54000,2017,3500000,Civic 
Toyota,Automatic,Petrol,1600.0,59000,2004,1875000,Corolla 
Suzuki,Manual,Petrol,800.0,75000,2012,680000,Mehran 
Suzuki,Manual,CNG,1300.0,196000,2006,900000,Liana 
Suzuki,Manual,Petrol,800.0,50000,2011,700000,Ravi 
Suzuki,Manual,Petrol,800.0,55000,2018,1035000,Mehran 
Honda,Automatic,Petrol,1800.0,65000,2013,2400000,Civic Rebirth
Suzuki,Manual,Petrol,1000.0,50000,2011,950000,Cultus 
Suzuki,Automatic,Hybrid,1000.0,17000,2018,3300000,Xbee 
Toyota,Automatic,Petrol,1000.0,81000,2018,2750000,Vitz 
Toyota,Automatic,Petrol,2700.0,75028,2014,13799999,Prado 
Suzuki,Automatic,Petrol,660.0,75000,2009,1025000,Every 
Daihatsu,Automatic,Petrol,800.0,76000,2011,1050000,Cuore 
Suzuki,Manual,Petrol,1000.0,67000,2016,1360000,Cultus 
Honda,Automatic,Petrol,1800.0,116500,2012,2100000,Civic 
Suzuki,Manual,Petrol,1000.0,74000,2013,1190000,Cultus 
Mitsubishi,Automatic,Petrol,2000.0,135000,2001,3350000,Pajero 
Suzuki,Manual,Petrol,1000.0,95000,2010,819999,Cultus 
Toyota,Automatic,Hybrid,1800.0,23000,2016,4650000,Voxy 
Nissan,Automatic,Petrol,1600.0,91000,2012,2500000,Juke 
Toyota,Automatic,Petrol,1600.0,257000,2014,2200000,Corolla 
Honda,Automatic,Petrol,660.0,123000,2012,1350000,N Box
Suzuki,Manual,Petrol,1400.0,35000,2017,2350000,Ciaz 
Suzuki,Manual,Petrol,800.0,58635,2016,780000,Mehran 
Toyota,Automatic,Hybrid,1500.0,84000,2017,3400000,Aqua 
Toyota,Automatic,Petrol,1500.0,26000,2017,4700000,Corolla Axio
Nissan,Manual,Petrol,660.0,31000,2017,1575000,Clipper 
Honda,Automatic,Petrol,1500.0,73000,2014,3125000,Vezel 
Nissan,Automatic,Petrol,660.0,27000,2016,1425000,Clipper 
Toyota,Automatic,Petrol,4608.0,34000,2016,27000000,Land Cruiser
Toyota,Automatic,Petrol,1800.0,120000,2015,3000000,Corolla 
Suzuki,Manual,Petrol,1000.0,39000,2016,1375000,Cultus 
Honda,Automatic,Petrol,1500.0,63000,2017,4650000,Vezel 
Daihatsu,Automatic,Petrol,660.0,11000,2017,2025000,Move 
Mitsubishi,Automatic,Petrol,660.0,100000,2014,1325000,EK Space
Honda,Automatic,Hybrid,1500.0,80000,2016,4350000,Vezel 
Toyota,Automatic,Hybrid,1800.0,120000,2017,5400000,C-HR 
Toyota,Automatic,Petrol,1300.0,113000,2015,2450000,Corolla 
Toyota,Automatic,Hybrid,1500.0,28000,2018,3425000,Aqua 
Toyota,Automatic,Petrol,2700.0,49400,2018,8300000,Fortuner 
Honda,Manual,Petrol,660.0,59158,2016,1750000,N One
Toyota,Automatic,Hybrid,1800.0,32400,2018,6250000,C-HR 
Honda,Automatic,Petrol,660.0,23567,2019,2475000,N One
Suzuki,Manual,Petrol,800.0,35000,2017,900000,Mehran 
Suzuki,Manual,Petrol,800.0,79000,2017,950000,Bolan 
Suzuki,Manual,Petrol,1000.0,150000,2007,680000,Cultus 
Mercedes,Automatic,Petrol,1800.0,92000,2012,5500000,Benz C
Toyota,Automatic,Petrol,1500.0,122000,2007,2580000,Corolla Axio
Toyota,Automatic,Petrol,1600.0,89000,2018,3175000,Corolla 
Honda,Automatic,Petrol,1800.0,36000,2018,3775000,Civic 
Mercedes,Automatic,Petrol,2000.0,64000,2004,2500000,Benz C
Suzuki,Manual,Petrol,660.0,95000,2016,1625000,Every 
Nissan,Automatic,Petrol,1500.0,150000,2007,1800000,Bluebird Sylphy
Toyota,Automatic,Petrol,1000.0,36000,2018,2695000,Vitz 
Honda,Manual,Petrol,1600.0,100000,1999,900000,Civic 
Toyota,Automatic,Diesel,3000.0,88000,2003,6400000,Prado 120
Toyota,Automatic,Petrol,4608.0,67000,2016,36000000,Land Cruiser
Mitsubishi,Automatic,Diesel,2400.0,100000,1994,1475000,Pajero 
Mitsubishi,Automatic,Diesel,3200.0,100000,2001,2875000,Pajero 
Honda,Automatic,Petrol,1800.0,145000,2012,2350000,Civic 
Honda,Manual,Petrol,1800.0,240000,2010,1680000,Civic Reborn
Honda,Automatic,Petrol,1800.0,159000,2009,1800000,Civic Reborn
Suzuki,Manual,Petrol,1500.0,54000,2018,1660000,Mega Carry
Toyota,Automatic,Petrol,1300.0,75000,2018,2980000,Corolla 
Honda,Automatic,Petrol,1800.0,65000,2018,3450000,Civic 
Mitsubishi,Manual,Petrol,2000.0,87000,1997,2500000,Lancer Evolution
Toyota,Manual,Petrol,1300.0,61000,2017,2700000,Corolla 
Toyota,Automatic,Petrol,1800.0,20000,2019,3975000,Corolla 
Toyota,Automatic,Hybrid,1500.0,270000,2010,2000000,Prius 
Mercedes,Automatic,Petrol,2000.0,74000,2013,9000000,Benz E
Toyota,Automatic,Hybrid,1800.0,109330,2010,2550000,Prius 
Honda,Automatic,Petrol,1300.0,60000,2016,2225000,City 
Honda,Automatic,Petrol,1600.0,280000,2002,1250000,Civic 
Suzuki,Manual,Petrol,800.0,45000,2017,899000,Mehran 
Toyota,Automatic,Hybrid,1500.0,100000,2015,2550000,Aqua 
Toyota,Automatic,Petrol,1600.0,50000,1994,1000000,Corolla 
United,Manual,Petrol,800.0,17000,2019,850000,Bravo 
Toyota,Manual,Diesel,2000.0,192000,2006,1650000,Corolla 9th
Toyota,Automatic,Petrol,1000.0,125000,2005,1350000,Vitz 
FAW,Manual,Petrol,1000.0,57000,2015,750000,Carrier 
Toyota,Automatic,Petrol,2700.0,88000,2011,11000000,Prado 
Daihatsu,Manual,Petrol,800.0,66000,2011,1207000,Cuore 
Suzuki,Automatic,Petrol,660.0,25000,2017,2050000,Wagon R
Toyota,Automatic,Petrol,1800.0,80000,2018,4750000,Prius 
Suzuki,Manual,Petrol,800.0,370000,2018,960000,Bolan 
Daihatsu,Manual,Petrol,800.0,51000,2010,750000,Cuore 
Toyota,Manual,Petrol,1300.0,120000,2001,900000,Corolla 
Toyota,Automatic,Petrol,660.0,105000,2012,1250000,Pixis Space
Toyota,Automatic,Diesel,2500.0,90000,2013,4350000,Hilux 
Mitsubishi,Manual,Petrol,1600.0,215000,2004,1100000,Lancer 
Toyota,Automatic,Petrol,1000.0,33500,2016,2350000,Passo 
Honda,Manual,Petrol,1600.0,101000,2004,1070000,Civic 
Suzuki,Manual,CNG,1000.0,105000,2007,655000,Cultus 
Toyota,Manual,Petrol,1300.0,150000,2013,1940000,Corolla 
Toyota,Manual,Petrol,1300.0,130000,2014,2175000,Corolla 
Toyota,Automatic,Hybrid,1500.0,23000,2015,4000000,Voxy 
Honda,Automatic,Petrol,1800.0,70000,2011,2230000,Civic Reborn
Toyota,Automatic,Diesel,2800.0,60000,2019,7200000,Hilux 
Toyota,Automatic,Hybrid,1500.0,85000,2014,2450000,Aqua 
Toyota,Manual,Petrol,1300.0,165548,2011,1660000,Corolla 
Suzuki,Manual,Petrol,1300.0,106000,2011,1150000,Swift 
Suzuki,Manual,Petrol,1000.0,110000,2013,930000,Cultus 
Toyota,Automatic,Petrol,4600.0,40000,2015,27500000,Land Cruiser
Suzuki,Manual,Petrol,800.0,120000,2006,550000,Mehran 
Suzuki,Manual,Petrol,800.0,75000,2016,680000,Bolan 
Honda,Manual,Petrol,1300.0,98000,2011,1945000,City 
Honda,Automatic,Petrol,1800.0,63000,2017,3470000,Civic 
Suzuki,Manual,Petrol,800.0,51000,2018,950000,Bolan 
Toyota,Automatic,Petrol,1000.0,48000,2018,2600000,Vitz 
Honda,Automatic,Petrol,1500.0,122000,2004,1200000,Civic 
Honda,Automatic,Petrol,1500.0,100000,2012,2800000,Freed 
Honda,Automatic,Petrol,1500.0,118000,2014,3600000,Vezel 
Suzuki,Manual,Petrol,660.0,78000,2013,1400000,Every 
Suzuki,Manual,Petrol,1000.0,85000,2011,960000,Cultus 
Suzuki,Manual,Petrol,800.0,96000,2013,835000,Bolan 
Toyota,Automatic,Hybrid,1800.0,62000,2017,5600000,C-HR 
Suzuki,Manual,Petrol,1000.0,110283,2006,620000,Cultus 
Toyota,Automatic,CNG,1500.0,120000,2003,1125000,Corolla 
Nissan,Automatic,Petrol,660.0,120000,2016,2250000,Clipper 
Daihatsu,Automatic,Petrol,660.0,104000,2014,1325000,Hijet 
Toyota,Automatic,Petrol,4608.0,65000,2016,38500000,Land Cruiser
Toyota,Automatic,Petrol,1500.0,38000,2016,3700000,Corolla Fielder
Honda,Manual,Petrol,1300.0,64500,2016,2240000,City 
Suzuki,Automatic,Petrol,660.0,194000,2008,1100000,Alto 
Toyota,Automatic,Petrol,1600.0,64000,2018,3129000,Corolla 
Hyundai,Manual,Diesel,2600.0,15000,2008,1880000,Shehzore 
Toyota,Manual,Petrol,1300.0,285966,2001,785000,Corolla 
Toyota,Automatic,Petrol,1800.0,100000,2009,1950000,Corolla 
Honda,Automatic,Petrol,660.0,35000,2018,2050000,N Wgn
Toyota,Manual,Petrol,1300.0,180000,2013,2180000,Corolla 
Daihatsu,Automatic,Petrol,660.0,47000,2015,1700000,Move 
Suzuki,Manual,Petrol,1000.0,80000,2012,850000,Alto 
Toyota,Automatic,Petrol,1800.0,126000,2015,2950000,Prius 
Toyota,Automatic,Petrol,1800.0,35000,2020,4000000,Corolla 
Toyota,Manual,Petrol,1300.0,63000,2018,2620000,Corolla 
Honda,Automatic,Petrol,1800.0,30000,2019,4100000,Civic 
Toyota,Automatic,Petrol,2700.0,81000,2017,7650000,Fortuner 
Suzuki,Manual,Petrol,1000.0,70000,2011,875000,Cultus 
Honda,Automatic,Hybrid,1500.0,12700,2017,5489000,Vezel 
Toyota,Automatic,Petrol,1000.0,11500,2021,4250000,Raize 
Toyota,Automatic,Diesel,2800.0,55000,2019,9400000,Fortuner 
Suzuki,Manual,Petrol,800.0,65000,2016,800000,Mehran 
Suzuki,Manual,Petrol,1000.0,85000,2013,1050000,Cultus 
Toyota,Automatic,Petrol,3400.0,93926,2002,6700000,Prado 
Nissan,Manual,Petrol,2500.0,180000,2010,3800000,X Trail
Toyota,Automatic,Hybrid,1500.0,81900,2013,2290000,Aqua 
Toyota,Automatic,Petrol,1800.0,117000,2011,2900000,Prius 
Toyota,Manual,Petrol,1300.0,110000,2015,2120000,Corolla 
Suzuki,Manual,Petrol,800.0,92000,2013,595000,Mehran 
Toyota,Automatic,Petrol,1300.0,75000,2014,2450000,Corolla 
Suzuki,Manual,Petrol,800.0,25000,2016,825000,Mehran 
Toyota,Manual,Petrol,1300.0,10000,1986,600000,Corolla 
Toyota,Automatic,Petrol,1800.0,107000,2018,3750000,Corolla 
Toyota,Automatic,Petrol,1300.0,26000,2019,3080000,Corolla 
Toyota,Automatic,Petrol,1300.0,39000,2017,2800000,Corolla 
Toyota,Automatic,Petrol,1800.0,90000,2015,3985000,Prius 
Suzuki,Manual,Petrol,800.0,28000,2016,720000,Mehran 
Suzuki,Automatic,Petrol,660.0,103047,2017,1700000,Every 
Mitsubishi,Automatic,Diesel,2800.0,270000,2005,3200000,Pajero 
Mercedes,Automatic,Petrol,1800.0,140000,2008,3529999,Benz C
Suzuki,Manual,Petrol,800.0,50000,2010,525000,Mehran 
Toyota,Manual,Petrol,1300.0,81000,2018,2870000,Corolla 
Suzuki,Manual,Petrol,1300.0,174000,2011,1100000,Swift 
Toyota,Manual,Petrol,1300.0,30000,2015,2600000,Corolla 
Daihatsu,Manual,Petrol,1000.0,45000,2008,775000,Coo 
Mercedes,Automatic,Petrol,1500.0,73000,2017,10500000,Benz C
Mitsubishi,Automatic,Petrol,660.0,67000,2015,1850000,EK Custom
Suzuki,Manual,Petrol,1500.0,500000,2007,1500000,APV 
Honda,Manual,Petrol,1500.0,125000,1996,875000,Civic 
Honda,Manual,Petrol,1500.0,147000,2004,1200000,Civic 
Honda,Automatic,Petrol,1500.0,75000,2018,2600000,City 
Toyota,Manual,Petrol,1300.0,37000,2016,2495000,Corolla 
Toyota,Manual,Petrol,1300.0,56000,2011,1625000,Corolla 
Toyota,Manual,Petrol,1600.0,100000,1996,950000,Corolla Indus
Suzuki,Manual,Petrol,800.0,320000,2013,800000,Mehran 
Suzuki,Manual,Petrol,1000.0,72000,2010,650000,Alto 
Toyota,Manual,Petrol,1300.0,50000,2010,1700000,Corolla 
Honda,Automatic,Petrol,1300.0,29000,2017,2650000,City 
Toyota,Manual,Petrol,1300.0,107000,2013,1725000,Corolla 
Honda,Automatic,Hybrid,1500.0,62000,2013,4000000,Vezel 
Toyota,Automatic,Petrol,1800.0,129000,2007,2700000,Premio 
Toyota,Manual,Diesel,2000.0,200000,2004,1150000,Corolla 
Honda,Automatic,Petrol,1500.0,123123,2002,1150000,Civic 
Suzuki,Manual,Petrol,1300.0,136000,2017,1625000,Swift 
Honda,Automatic,Petrol,1500.0,38000,2014,3700000,Vezel 
Honda,Automatic,Petrol,1800.0,104800,2011,1750000,Civic Reborn
Suzuki,Manual,Petrol,1000.0,89000,2007,675000,Alto 
Suzuki,Manual,Petrol,800.0,36500,2020,1160000,Bolan 
Honda,Automatic,Hybrid,1500.0,25000,2018,5550000,Vezel 
Toyota,Manual,Petrol,1300.0,268000,2011,1525000,Corolla 
Toyota,Automatic,Petrol,1000.0,61000,2014,2250000,Vitz 
Suzuki,Manual,Petrol,800.0,44000,2015,750000,Mehran 
Suzuki,Manual,Petrol,1000.0,55000,2014,1100000,Cultus 
Honda,Automatic,Petrol,1800.0,77000,2017,3470000,Civic 
Honda,Automatic,Petrol,1500.0,120000,2005,1200000,Civic Eagle
Mitsubishi,Manual,Petrol,1300.0,200000,2006,980000,Lancer 
Honda,Automatic,Petrol,1800.0,12000,2020,4225000,Civic 
Toyota,Manual,Diesel,2700.0,200000,1995,2100000,Surf 
Toyota,Manual,Petrol,2400.0,61000,1992,1590000,Hiace 
Toyota,Automatic,Petrol,1500.0,97000,2007,2395000,Corolla Axio
Honda,Manual,Petrol,1300.0,163000,2004,1250000,City 
Mitsubishi,Automatic,Petrol,3000.0,123000,1990,1500000,Pajero 
Toyota,Manual,Petrol,1300.0,80000,1999,990000,Corolla Indus
Daihatsu,Automatic,Petrol,660.0,950000,2012,1150000,Mira Cocoa
Suzuki,Manual,Petrol,1000.0,89000,2016,1250000,Cultus 
Suzuki,Automatic,Petrol,660.0,72400,2015,1800000,Alto 
Toyota,Manual,Petrol,1000.0,25000,2017,2550000,Yaris 
Suzuki,Manual,Petrol,1300.0,236000,2010,995000,Liana 
Honda,Manual,Petrol,1300.0,78237,2011,1760000,City 
Suzuki,Manual,Petrol,1000.0,58000,2015,1300000,Cultus 
Toyota,Automatic,Petrol,1800.0,136000,2013,2680000,Prius 
Toyota,Automatic,Petrol,1800.0,35000,2020,4000000,Corolla 
Toyota,Automatic,Petrol,1000.0,300000,1999,1150000,Vitz 
Toyota,Automatic,Petrol,1500.0,250000,1997,1370000,Corolla Indus
Toyota,Automatic,Petrol,1300.0,120000,2014,2300000,Corolla 
Honda,Manual,Petrol,1600.0,160000,1999,1040000,Civic 
Toyota,Automatic,Petrol,1600.0,131000,2004,1350000,Corolla 
Suzuki,Manual,Petrol,1000.0,85600,2009,880000,Alto 
Suzuki,Manual,Petrol,1000.0,64000,2016,1300000,Cultus 
Toyota,Manual,Petrol,1300.0,240000,2006,1300000,Corolla 9th
Toyota,Automatic,Petrol,1500.0,225000,2007,1900000,Prius 
Suzuki,Automatic,Petrol,660.0,77800,2015,2080000,Every Wagon
Suzuki,Manual,Petrol,1000.0,150000,2010,790000,Alto 
Toyota,Manual,Petrol,1300.0,80000,2013,1995000,Corolla 
Toyota,Manual,Petrol,1300.0,120000,2003,1225000,Corolla 
Toyota,Automatic,Petrol,1500.0,100000,2014,3200000,Corolla Fielder
Toyota,Automatic,Petrol,1300.0,130000,2004,2130000,Corolla 
Toyota,Manual,Petrol,1300.0,62200,2014,2050000,Corolla 
Toyota,Manual,Diesel,2000.0,84000,2007,1750000,Corolla 9th
Honda,Manual,Petrol,1500.0,114000,2005,1200000,Civic Eagle
Toyota,Automatic,Diesel,2800.0,60000,2017,8200000,Fortuner 
Suzuki,Manual,Petrol,800.0,45000,2015,720000,Bolan 
Honda,Automatic,Petrol,1500.0,77000,2014,3700000,Vezel 
Suzuki,Manual,Petrol,1000.0,174000,2007,510000,Alto 
Suzuki,Manual,Petrol,1000.0,160000,2015,1180000,Wagon R
Honda,Manual,Petrol,1500.0,95000,2013,1850000,City 
Toyota,Manual,Petrol,1300.0,132000,2016,2540000,Corolla 
Suzuki,Manual,Petrol,1300.0,114300,2005,750000,Baleno 
Suzuki,Manual,Petrol,800.0,90000,2015,819999,Bolan 
Suzuki,Manual,Petrol,800.0,86000,2015,860000,Mehran 
Suzuki,Manual,Petrol,1000.0,87000,2009,875000,Cultus 
Suzuki,Manual,Petrol,800.0,100000,2013,730000,Mehran 
Mitsubishi,Manual,Diesel,2500.0,162123,1984,1000000,Pajero 
Honda,Automatic,Petrol,1600.0,100000,2000,1130000,Civic 
Honda,Manual,Petrol,1800.0,70000,2011,2250000,Civic Reborn
Toyota,Manual,Petrol,1300.0,300000,2005,1300000,Corolla 
Suzuki,Manual,Petrol,1000.0,250000,2006,650000,Alto 
Honda,Automatic,Petrol,1600.0,211000,2000,1165000,Civic 
Honda,Automatic,Petrol,1500.0,150000,2006,1300000,City 
Suzuki,Manual,Petrol,800.0,13300,2019,1080000,Mehran 
Toyota,Manual,Petrol,1300.0,230000,2008,1570000,Corolla 
Toyota,Automatic,Petrol,1800.0,288995,2012,3500000,Prius Alpha
Suzuki,Manual,Petrol,1000.0,120000,2015,1220000,Cultus 
Honda,Manual,Petrol,1600.0,150000,1999,869999,Civic 
Honda,Automatic,Petrol,1600.0,210000,2000,1165000,Civic 
Suzuki,Manual,Petrol,800.0,42000,2018,980000,Mehran 
Honda,Automatic,Petrol,2400.0,104000,2004,1850000,Accord 
Suzuki,Manual,Petrol,1000.0,67000,2015,1295000,Wagon R
Toyota,Manual,Diesel,3000.0,100000,1974,850000,Fj Cruiser
Suzuki,Manual,Petrol,1000.0,100000,2010,950000,Cultus 
Suzuki,Manual,Petrol,800.0,45000,2015,730000,Bolan 
Suzuki,Manual,Petrol,800.0,85000,2012,730000,Bolan 
Toyota,Automatic,Petrol,1500.0,84000,2017,3650000,Corolla Fielder
Honda,Automatic,Hybrid,1500.0,58300,2016,4900000,Vezel 
Honda,Automatic,Petrol,1600.0,250000,2004,1350000,Civic 
Toyota,Manual,Petrol,1300.0,65000,2018,2840000,Corolla 
Toyota,Manual,Petrol,1300.0,142000,2016,2250000,Corolla 
Hyundai,Manual,Petrol,1000.0,32000,2004,710000,Santro 
Honda,Automatic,Petrol,1800.0,49000,2017,3600000,Civic 
Honda,Manual,Petrol,1500.0,150000,2002,1200000,Civic 
Nissan,Manual,Petrol,1300.0,120000,2005,1300000,Sunny 
Toyota,Manual,Petrol,1300.0,97000,2010,1900000,Corolla 
Toyota,Automatic,Petrol,1800.0,65000,2016,3125000,Corolla 
BMW,Automatic,Diesel,3000.0,160000,2004,2500000,5 Series
Toyota,Automatic,Petrol,1600.0,158000,2011,2250000,Corolla 
Suzuki,Manual,Petrol,800.0,46500,2011,595000,Mehran 
Suzuki,Manual,Petrol,1000.0,36000,2011,1250000,Cultus 
Toyota,Automatic,Petrol,2700.0,170000,2006,7500000,Prado 120
Suzuki,Manual,Petrol,1300.0,85000,2004,725000,Baleno 
Suzuki,Manual,Petrol,1000.0,120000,2008,799000,Cultus 
Toyota,Automatic,Hybrid,1500.0,22000,2018,3450000,Aqua 
Toyota,Automatic,Petrol,1000.0,57000,2018,2600000,Vitz 
Nissan,Manual,Petrol,1300.0,100000,1998,680000,Sunny 
Suzuki,Manual,Petrol,800.0,39000,2018,900000,Mehran 
Daihatsu,Manual,CNG,800.0,99000,2007,555000,Cuore 
Nissan,Automatic,Petrol,660.0,89000,2018,1950000,Dayz 
Honda,Automatic,Hybrid,1500.0,58000,2016,4900000,Vezel 
Toyota,Automatic,Petrol,1800.0,315000,2005,1290000,Corolla 
Toyota,Manual,Petrol,1300.0,85500,2012,2100000,Corolla 
Toyota,Manual,Petrol,1300.0,80000,2018,2575000,Corolla 
Honda,Manual,Petrol,1300.0,300000,2007,1435000,City 
Toyota,Manual,Petrol,1300.0,350000,2006,1350000,Corolla 9th
Suzuki,Manual,Petrol,1000.0,160000,2015,1250000,Wagon R
Toyota,Automatic,Petrol,1000.0,36000,2018,2950000,Vitz 
Toyota,Automatic,Petrol,1500.0,265000,1997,1450000,Corolla Indus
Honda,Manual,Petrol,1500.0,100000,1996,760000,Civic 
Toyota,Manual,Diesel,2500.0,400000,2006,4000000,Hilux 
Toyota,Automatic,Diesel,3000.0,75000,2012,5550000,Hilux 
Toyota,Manual,Diesel,2400.0,50000,1996,1700000,Hilux 
